Country,City,Lat,Lng,Cloudiness,Date,Humidity,Max Temp,Wind Speed
US,Portage,41.1667,-81.1998,1,1619481342,30,64.4,4.61
MZ,Nampula,-15.1165,39.2666,75,1619481314,100,71.6,1.14
AO,Uíge,-7.6087,15.0613,87,1619481566,94,67.37,2.01
US,Eureka,40.8021,-124.1637,97,1619481566,66,59.0,5.99
PE,Hualmay,-11.0964,-77.6139,18,1619481567,87,66.76,9.31
ID,Payo,-3.7508,103.6372,21,1619481567,86,73.89,1.5
ID,Kawalu,-7.3817,108.2082,8,1619480995,91,73.98,0.58
SB,Honiara,-9.4333,159.95,84,1619481567,65,86.74,2.66
CA,Port-Cartier,50.0334,-66.8654,90,1619481568,87,43.0,13.8
HR,Senj,44.9894,14.9058,20,1619481568,100,50.0,9.22
LK,Wattegama,6.7989,81.4808,21,1619481568,95,73.56,2.71
BR,Ibateguara,-8.9725,-35.9394,0,1619481569,94,75.2,4.61
CL,Antofagasta,-23.65,-70.4,0,1619481569,77,62.6,6.91
GB,Peterhead,57.5058,-1.7981,90,1619481569,93,44.6,10.36
ID,Bambanglipuro,-7.95,110.2833,28,1619481570,80,77.52,3.85
JP,Katsuura,35.1333,140.3,40,1619481023,54,57.99,5.75
DE,Wehr,47.6298,7.9042,100,1619481570,91,46.99,3.71
JP,Oyama,36.3,139.8,20,1619481570,37,61.0,4.61
CN,Wu’an,31.6836,112.0044,97,1619481571,76,63.3,1.01
SB,Buala,-8.145,159.5921,95,1619481027,81,81.54,7.18
RU,Belyy Yar,53.6039,91.3903,95,1619481571,74,30.2,2.24
NZ,Ahipara,-35.1667,173.1667,36,1619481015,73,63.72,10.76
CO,Arauca,7.0847,-70.7591,96,1619481572,49,91.4,2.3
MX,Barra de Tecoanapa,16.5167,-98.75,24,1619481095,65,84.18,10.63
AU,Kununurra,-15.7667,128.7333,90,1619481572,61,82.4,5.75
CM,Ngaoundéré,7.3167,13.5833,51,1619481572,53,72.34,2.28
TO,Neiafu,-18.65,-173.9833,75,1619481573,83,82.4,13.8
KZ,Rudnyy,52.9594,63.1206,90,1619481573,100,46.4,6.71
ID,Luwuk,-0.9516,122.7875,75,1619481573,74,82.11,4.09
NZ,Okato,-39.2,173.8833,99,1619481574,59,57.99,11.01
IL,Kiryat Gat,31.61,34.7642,74,1619481555,100,63.0,7.2
RU,Chokurdakh,70.6333,147.9167,99,1619480837,84,24.64,3.94
PH,Baculin,7.4525,126.5842,100,1619481574,77,81.68,5.37
VN,Thai Binh,20.45,106.3333,75,1619481054,88,73.4,2.3
GF,Sinnamary,5.3833,-52.95,100,1619481575,88,77.58,11.83
NA,Henties Bay,-22.116,14.2845,18,1619480909,89,61.0,1.01
PH,Marawi,7.9986,124.2928,100,1619481575,81,79.0,5.01
LV,Stende,57.15,22.5333,90,1619481576,100,39.2,10.36
CA,Iqaluit,63.7506,-68.5145,90,1619480978,80,24.8,24.16
BR,Imaculada,-7.3897,-37.5092,71,1619481576,64,73.2,6.33
US,Astoria,46.1879,-123.8313,1,1619481576,67,55.99,16.11
RU,Parabel',58.6978,81.4825,81,1619481577,92,36.36,9.28
CA,Cap-aux-Meules,47.3821,-61.8597,100,1619481577,93,41.0,11.5
RU,Mezen',65.8522,44.24,100,1619481577,92,28.96,9.82
NC,Vao,-22.6667,167.4833,67,1619481038,66,73.6,19.55
ES,Arroyo de la Encomienda,41.6096,-4.7969,0,1619481578,93,51.01,4.61
RU,Srednekolymsk,67.45,153.6833,39,1619481120,74,26.56,5.73
AU,Port Augusta,-32.5,137.7667,0,1619481342,88,59.0,3.44
RU,Nikolskoye,59.7035,30.7861,75,1619480844,75,41.0,6.71
MZ,Maxixe,-23.8597,35.3472,0,1619481578,90,70.39,5.26
MY,Marabu,4.4148,114.0089,20,1619481579,94,78.8,2.3
CL,Buin,-33.7333,-70.75,0,1619481579,39,66.2,4.61
RU,Kortkeros,61.8106,51.5806,0,1619481579,93,32.0,6.71
US,Las Cruces,32.3123,-106.7783,1,1619481520,6,81.0,8.01
RU,Paran'ga,56.7039,49.4047,9,1619481580,80,33.53,5.75
GE,Ambrolauri,42.5211,43.1622,75,1619481580,100,50.0,3.44
US,Saint George,37.1041,-113.5841,20,1619481006,44,59.0,14.97
IN,Along,28.1667,94.7667,48,1619481581,61,67.59,2.51
MX,Camargo,27.6667,-105.1667,98,1619481581,9,88.2,21.7
PG,Namatanai,-3.6667,152.4333,50,1619481581,66,85.51,3.44
NZ,Christchurch,-43.5333,172.6333,20,1619481523,62,54.0,12.66
BR,Vila Velha,-20.3297,-40.2925,40,1619481037,89,78.8,2.3
US,Tucumcari,35.1717,-103.725,1,1619481582,5,87.8,31.07
US,Sitka,57.0531,-135.33,40,1619481013,58,51.8,4.61
CN,Mujiayingzi,42.1167,118.7833,50,1619481582,29,50.22,17.27
BR,Nova Viçosa,-17.8919,-39.3719,86,1619481583,80,76.86,9.48
SO,Hobyo,5.3505,48.5268,74,1619481024,76,82.72,8.1
GH,Takoradze,4.8845,-1.7554,71,1619481171,87,80.96,7.2
US,Griffith,41.5284,-87.4237,1,1619481583,33,77.0,21.85
DO,Pedernales,18.0384,-71.744,46,1619481583,77,77.88,1.3
PE,Huayucachi,-12.1333,-75.2333,87,1619481584,88,47.73,7.7
SB,Gizo Government Station,-8.103,156.8419,99,1619481019,74,83.84,8.01
FR,Chaumont,48.1167,5.1333,50,1619481313,72,39.99,8.7
SO,Kismayo,-0.3582,42.5454,30,1619481567,78,81.12,7.78
US,Green River,41.5286,-109.4662,40,1619481585,22,55.4,26.46
RU,Solnechnyy,50.7214,136.6319,87,1619481557,44,48.81,6.91
CA,Cochrane,51.1834,-114.4687,75,1619481558,21,55.4,17.27
BR,Unaí,-16.3575,-46.9061,74,1619481585,61,75.79,3.02
RU,Krasnoarmeysk,51.0239,45.6969,100,1619481585,50,46.99,4.0
JP,Enzan,35.7,138.7333,84,1619481586,49,59.0,4.97
AU,Wembley,-31.9333,115.8,0,1619481586,82,59.0,5.75
MX,Tomatlán,19.9333,-105.25,100,1619481579,35,85.53,10.09
RU,Aksarka,66.5606,67.7975,100,1619481568,99,33.62,6.31
BR,Amapá,1.0,-52.0,89,1619481027,97,72.79,2.48
MX,Ixtapa,20.7,-105.2,75,1619481018,78,81.0,11.5
RU,Zabaykal'sk,49.6333,117.3167,93,1619481576,56,35.67,29.28
BR,Almeirim,-1.5233,-52.5817,89,1619481587,91,75.96,1.92
RU,Kovernino,57.1253,43.8142,9,1619481587,92,28.67,2.89
NZ,Wairoa,-39.0333,177.3667,98,1619481588,52,66.99,8.01
RU,Yerbogachën,61.2767,108.0108,10,1619481562,69,19.99,8.01
CN,Alihe,50.5667,123.7167,14,1619481588,46,50.29,12.08
CN,Mabai,23.0128,104.4508,100,1619481588,96,61.02,3.18
US,Madison,34.7334,-86.5667,1,1619481458,44,77.0,6.91
RU,Aykhal,66.0,111.5,100,1619481589,93,10.02,13.87
PY,Fuerte Olimpo,-21.0415,-57.8738,0,1619481589,58,65.37,5.66
CN,Baiyin,36.5583,104.2081,40,1619481589,70,41.0,2.24
PT,Machico,32.7,-16.7667,20,1619481590,68,64.4,10.36
NO,Skjervøy,70.0311,20.9714,81,1619481590,65,34.83,7.74
IR,Bam,29.106,58.357,61,1619481590,20,75.36,4.23
NZ,Opunake,-39.4556,173.8583,100,1619481591,59,57.99,11.01
US,Rome,43.2128,-75.4557,1,1619481075,31,46.4,16.11
AR,Buenos Aires,-34.6132,-58.3772,0,1619481491,72,63.0,3.44
JP,Nichinan,31.6,131.3667,75,1619481591,63,59.0,6.91
AR,Río Tercero,-32.173,-64.1141,0,1619481592,79,54.0,6.42
NC,Noumea,-22.2763,166.4572,20,1619481592,65,78.01,16.11
BO,Villazón,-22.0866,-65.5942,0,1619481592,38,49.12,9.44
AO,Caconda,-13.7333,15.0667,59,1619481593,76,58.86,1.61
EG,Abnūb,27.2696,31.1511,0,1619481593,63,66.2,6.91
GA,Port-Gentil,-0.7193,8.7815,75,1619481117,83,82.4,4.61
RU,Vostok,46.4856,135.8833,40,1619481167,29,53.13,2.93
US,Morgan City,29.6994,-91.2068,1,1619481594,65,77.0,11.5
US,Grants Pass,42.439,-123.3284,20,1619481594,41,57.99,6.91
RU,Abaza,52.655,90.0928,99,1619481594,68,39.16,4.59
CA,Havre-St-Pierre,50.2334,-63.5986,90,1619481595,93,41.0,20.71
MX,Vega de Alatorre,20.0333,-96.6333,54,1619481595,76,81.86,12.86
AU,Geelong,-38.1471,144.3607,90,1619481549,100,57.0,6.91
GB,Great Yarmouth,52.6083,1.7305,64,1619481596,87,44.01,2.3
RU,Magdagachi,53.45,125.8,100,1619481596,57,46.81,11.36
BR,Iranduba,-3.2847,-60.1861,75,1619481596,94,75.2,3.44
CA,Whitehorse,60.7161,-135.0538,40,1619480991,21,59.0,12.66
JP,Itoman,26.1247,127.6694,75,1619481575,73,69.8,9.22
MN,Darhan,49.4867,105.9228,55,1619481597,45,40.26,11.95
US,North Bend,43.4065,-124.2243,40,1619481597,67,55.4,14.97
RU,Verkhotur'ye,58.8627,60.8054,89,1619481598,79,39.92,11.01
ID,Meulaboh,4.1363,96.1285,97,1619481598,88,76.91,3.09
AR,San Juan,-31.5375,-68.5364,0,1619481598,43,69.24,6.87
PR,Barceloneta,18.4505,-66.5385,80,1619481599,93,75.99,1.01
MV,Ugoofaaru,5.6667,73.0,6,1619481599,73,83.12,6.78
BR,Guiratinga,-16.3494,-53.7583,67,1619481599,90,69.1,4.12
PK,Montgomery,30.6667,73.1,0,1619481599,19,79.07,4.36
BR,Diamantino,-14.4086,-56.4461,52,1619481600,86,71.1,2.89
BR,Dois Vizinhos,-25.7336,-53.0572,4,1619481427,70,55.99,4.34
GA,Mayumba,-3.432,10.6554,41,1619481601,88,78.66,5.1
ZA,Kruisfontein,-34.0033,24.7314,81,1619480833,87,63.0,3.0
IS,Husavik,66.0449,-17.3389,0,1619480874,86,32.0,3.44
NA,Warmbad,-28.45,18.7333,55,1619481601,81,55.4,8.01
BR,Jucás,-6.5253,-39.5275,98,1619481337,78,75.47,2.51
BR,Guaraniaçu,-25.1008,-52.8781,0,1619481602,73,53.76,3.91
RU,Razdolinsk,58.4211,94.6658,99,1619481602,94,33.55,2.24
RU,Zyryanka,65.75,150.85,9,1619481198,75,24.76,15.12
IN,Manjeshwar,12.7194,74.8861,20,1619481603,78,78.8,3.44
US,Mountain Home,43.133,-115.6912,90,1619481475,61,48.2,13.8
KE,Malindi,-3.2175,40.1191,68,1619481603,82,80.13,11.41
KZ,Nur-Sultan,51.1801,71.446,40,1619481044,81,46.4,8.95
ES,Puerto del Rosario,28.5004,-13.8627,0,1619481604,68,66.2,4.61
YT,Boueni,-12.9025,45.0761,0,1619481605,94,77.0,3.44
IN,Virpur,23.1833,73.4833,0,1619481606,21,83.53,5.28
PE,Lima,-12.0432,-77.0282,20,1619481588,82,71.01,8.05
FR,Saint-Junien,45.8833,0.9,0,1619481607,66,53.6,8.05
PH,Pandan,14.0453,124.1694,100,1619481596,80,78.44,13.06
US,Kingman,35.1894,-114.053,90,1619481609,58,53.6,13.8
US,Buckeye,33.3703,-112.5838,100,1619481600,20,78.8,19.57
MG,Ambilobe,-13.2,49.05,15,1619481612,94,70.86,3.2
AU,Deniliquin,-35.5333,144.9667,0,1619481612,70,60.01,1.01
AR,Tres Arroyos,-38.3739,-60.2798,0,1619481613,75,55.45,7.38
PE,Otuzco,-7.9,-78.5833,75,1619481613,94,62.6,9.22
ID,Sabang,5.8933,95.3214,86,1619481069,72,83.1,4.74
GL,Qasigiannguit,68.8193,-51.1922,75,1619481614,46,48.2,12.66
ZM,Mwinilunga,-11.7358,24.4293,100,1619481614,94,61.95,2.3
GL,Nuuk,64.1835,-51.7216,90,1619481389,93,35.6,8.05
AU,Mackay,-21.15,149.2,40,1619481614,73,75.0,12.66
LK,Hambantota,6.1241,81.1185,66,1619481008,84,79.14,6.91
RU,Toora-Khem,52.4675,96.11,11,1619481615,64,31.66,1.99
VN,Phan Thiet,10.9333,108.1,96,1619481615,81,80.4,3.71
US,Dumas,35.8656,-101.9732,1,1619481616,6,89.01,25.32
IR,Ābādān,30.3392,48.3043,70,1619481616,57,78.8,4.61
US,Waupun,43.6333,-88.7296,40,1619481616,55,59.0,13.8
GF,Camopi,3.1655,-52.3158,100,1619481617,99,72.88,2.51
CR,Parrita,9.5201,-84.3225,40,1619481617,68,80.6,13.8
BF,Léo,11.1,-2.1,69,1619481441,46,85.6,10.92
RU,Sherlovaya Gora,50.5667,116.25,100,1619481618,68,30.42,24.7
DZ,Sidi Ali,36.0998,0.4206,28,1619481618,72,59.99,6.62
PE,Chincha Alta,-13.4099,-76.1323,40,1619481618,82,66.2,9.22
IN,Kanniyākumāri,8.0833,77.5667,20,1619481619,79,82.17,10.18
AU,Port Hedland,-20.3167,118.5667,1,1619481619,33,71.6,6.91
CZ,Vrbno pod Pradědem,50.1209,17.3832,93,1619481619,68,33.01,2.26
CN,Kumul,42.8,93.45,7,1619481620,16,48.43,7.29
RU,Mukhen,48.1,136.1,70,1619481620,27,56.53,6.22
BR,Boa Vista,2.8197,-60.6733,75,1619481620,83,78.8,5.75
ZA,Saldanha,-33.0117,17.9442,82,1619481010,88,62.6,18.41
UA,Starokostiantyniv,49.7576,27.2034,71,1619481621,76,33.67,5.14
SY,Yabrūd,33.9674,36.6574,0,1619481621,82,55.4,20.71
CN,Zhangjiakou Shi Xuanhua Qu,40.6103,115.0447,1,1619481621,29,50.2,22.7
BR,Caravelas,-17.7125,-39.2481,67,1619481622,78,76.46,7.02
JP,Abashiri,44.0213,144.2697,20,1619481622,60,41.0,3.44
NO,Mehamn,71.0357,27.8492,98,1619481097,64,30.7,11.1
YE,Aden,12.7794,45.0367,100,1619481622,72,82.65,7.83
RU,Tigil',57.8,158.6667,100,1619481623,92,29.55,6.67
